"Date","AQS_SITE_ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"03/13/2011","490351001","1","2.4","ug/m3 LC","10","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"03/16/2011","490351001","1","3.9","ug/m3 LC","16","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"03/19/2011","490351001","1","10.1","ug/m3 LC","42","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"03/22/2011","490351001","1","1.2","ug/m3 LC","5","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"03/25/2011","490351001","1","4.3","ug/m3 LC","18","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"03/28/2011","490351001","1","1.4","ug/m3 LC","6","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"03/31/2011","490351001","1","3.5","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"04/03/2011","490351001","1","1.5","ug/m3 LC","6","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"04/06/2011","490351001","1","3.4","ug/m3 LC","14","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"04/09/2011","490351001","1","2.2","ug/m3 LC","9","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"04/12/2011","490351001","1","4.8","ug/m3 LC","20","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"04/15/2011","490351001","1","12.7","ug/m3 LC","52","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"04/18/2011","490351001","1","1.7","ug/m3 LC","7","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"04/21/2011","490351001","1","2.7","ug/m3 LC","11","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"04/24/2011","490351001","1","7.2","ug/m3 LC","30","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"04/27/2011","490351001","1","1.6","ug/m3 LC","7","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"04/30/2011","490351001","1","1.8","ug/m3 LC","8","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"05/03/2011","490351001","1","3.3","ug/m3 LC","14","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"05/06/2011","490351001","1","4.8","ug/m3 LC","20","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"05/12/2011","490351001","1","3.1","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"05/15/2011","490351001","1","9.1","ug/m3 LC","38","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"05/18/2011","490351001","1","1.7","ug/m3 LC","7","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"05/21/2011","490351001","1","4.6","ug/m3 LC","19","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"05/24/2011","490351001","1","2.5","ug/m3 LC","10","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"05/27/2011","490351001","1","2.2","ug/m3 LC","9","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"05/30/2011","490351001","1","1.8","ug/m3 LC","8","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"06/02/2011","490351001","1","2.9","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"06/05/2011","490351001","1","4.7","ug/m3 LC","20","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"06/08/2011","490351001","1","2.8","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"06/11/2011","490351001","1","4.2","ug/m3 LC","18","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"06/14/2011","490351001","1","4","ug/m3 LC","17","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"06/23/2011","490351001","1","5.2","ug/m3 LC","22","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"06/26/2011","490351001","1","5.4","ug/m3 LC","23","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"06/29/2011","490351001","1","9.5","ug/m3 LC","40","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"07/02/2011","490351001","1","10.2","ug/m3 LC","43","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"07/05/2011","490351001","1","8","ug/m3 LC","33","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"07/08/2011","490351001","1","7.8","ug/m3 LC","33","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"07/20/2011","490351001","1","6.2","ug/m3 LC","26","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"07/23/2011","490351001","1","6.4","ug/m3 LC","27","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"07/26/2011","490351001","1","5","ug/m3 LC","21","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"07/29/2011","490351001","1","8.2","ug/m3 LC","34","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"08/01/2011","490351001","1","5.3","ug/m3 LC","22","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"08/04/2011","490351001","1","3.6","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"08/07/2011","490351001","1","5.1","ug/m3 LC","21","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"08/10/2011","490351001","1","5.7","ug/m3 LC","24","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"08/13/2011","490351001","1","6.6","ug/m3 LC","28","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"08/16/2011","490351001","1","20","ug/m3 LC","68","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"08/19/2011","490351001","1","5.7","ug/m3 LC","24","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"08/22/2011","490351001","1","4.8","ug/m3 LC","20","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"08/25/2011","490351001","1","3.9","ug/m3 LC","16","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"08/28/2011","490351001","1","4.5","ug/m3 LC","19","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"08/31/2011","490351001","1","5.2","ug/m3 LC","22","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"09/06/2011","490351001","1","0","ug/m3 LC","0","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"09/09/2011","490351001","1","5.1","ug/m3 LC","21","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"09/12/2011","490351001","1","5.1","ug/m3 LC","21","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"09/15/2011","490351001","1","3","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"09/18/2011","490351001","1","5.2","ug/m3 LC","22","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"09/21/2011","490351001","1","6.1","ug/m3 LC","25","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"09/24/2011","490351001","1","4.6","ug/m3 LC","19","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"09/27/2011","490351001","1","0.3","ug/m3 LC","1","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"10/03/2011","490351001","1","0.4","ug/m3 LC","2","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"10/09/2011","490351001","1","1.7","ug/m3 LC","7","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"10/12/2011","490351001","1","3.8","ug/m3 LC","16","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"10/15/2011","490351001","1","4.9","ug/m3 LC","20","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"10/18/2011","490351001","1","3.9","ug/m3 LC","16","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"10/21/2011","490351001","1","4.9","ug/m3 LC","20","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"11/02/2011","490351001","1","8.5","ug/m3 LC","35","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"11/05/2011","490351001","1","6","ug/m3 LC","25","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"11/08/2011","490351001","1","9.7","ug/m3 LC","40","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"11/11/2011","490351001","1","18.6","ug/m3 LC","65","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"11/14/2011","490351001","1","7.7","ug/m3 LC","32","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"11/17/2011","490351001","1","2.7","ug/m3 LC","11","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"11/20/2011","490351001","1","12.4","ug/m3 LC","52","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"11/23/2011","490351001","1","1.8","ug/m3 LC","8","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"11/26/2011","490351001","1","3.2","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"11/29/2011","490351001","1","23.5","ug/m3 LC","75","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"12/02/2011","490351001","1","4.9","ug/m3 LC","20","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"12/05/2011","490351001","1","3.3","ug/m3 LC","14","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"12/08/2011","490351001","1","18.1","ug/m3 LC","64","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"12/11/2011","490351001","1","32.6","ug/m3 LC","94","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"12/14/2011","490351001","1","19.6","ug/m3 LC","67","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"12/17/2011","490351001","1","27.5","ug/m3 LC","83","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"12/20/2011","490351001","1","25.8","ug/m3 LC","80","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"12/23/2011","490351001","1","7.2","ug/m3 LC","30","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"12/26/2011","490351001","1","25","ug/m3 LC","78","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"12/29/2011","490351001","1","6.9","ug/m3 LC","29","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.708611","-112.094722"
"01/01/2011","490353006","1","15.1","ug/m3 LC","57","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"01/02/2011","490353006","1","18.2","ug/m3 LC","64","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"01/03/2011","490353006","1","32.1","ug/m3 LC","93","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"01/04/2011","490353006","1","50.7","ug/m3 LC","138","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"01/05/2011","490353006","1","49","ug/m3 LC","134","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"01/06/2011","490353006","1","55.9","ug/m3 LC","151","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"01/07/2011","490353006","1","65.3","ug/m3 LC","156","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"01/08/2011","490353006","1","68","ug/m3 LC","157","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"01/09/2011","490353006","1","25.8","ug/m3 LC","80","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"01/10/2011","490353006","1","14.2","ug/m3 LC","55","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"01/18/2011","490353006","1","5.6","ug/m3 LC","23","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"01/19/2011","490353006","1","3.1","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"01/20/2011","490353006","1","7","ug/m3 LC","29","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"01/21/2011","490353006","1","11.7","ug/m3 LC","49","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"01/22/2011","490353006","1","7.5","ug/m3 LC","31","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"01/23/2011","490353006","1","6","ug/m3 LC","25","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"01/24/2011","490353006","1","14","ug/m3 LC","55","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"01/25/2011","490353006","1","16.7","ug/m3 LC","61","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"01/26/2011","490353006","1","23.7","ug/m3 LC","75","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"01/27/2011","490353006","1","26.5","ug/m3 LC","81","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"01/28/2011","490353006","1","38.5","ug/m3 LC","108","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"01/29/2011","490353006","1","42.6","ug/m3 LC","118","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"01/30/2011","490353006","1","38.2","ug/m3 LC","108","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"01/31/2011","490353006","1","8.8","ug/m3 LC","37","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"02/01/2011","490353006","1","1.8","ug/m3 LC","8","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"02/05/2011","490353006","1","0","ug/m3 LC","0","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"02/06/2011","490353006","1","12.2","ug/m3 LC","51","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"02/07/2011","490353006","1","5.4","ug/m3 LC","23","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"02/08/2011","490353006","1","2.8","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"02/09/2011","490353006","1","0.3","ug/m3 LC","1","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"02/10/2011","490353006","1","6.3","ug/m3 LC","26","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"02/11/2011","490353006","1","9.9","ug/m3 LC","41","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"02/12/2011","490353006","1","10.4","ug/m3 LC","43","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"02/13/2011","490353006","1","4.8","ug/m3 LC","20","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"02/14/2011","490353006","1","5.2","ug/m3 LC","22","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"02/15/2011","490353006","1","3.9","ug/m3 LC","16","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
